gene_name	qssm	qupm	reference_label	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
ZBTB7B	1	1	131L	1.13355	1.86874	1.08536	0.729282	1.07506	1.02696	0.89768	1.11027	1.10181	1
CHTF8	5	4	131L	1.47275	1.71176	1.49164	1.2272	1.26493	1.18124	0.799832	1.7046	1.0529	1
AVL9	9	5	131L	1.64758	1.58215	1.12832	1.19487	1.24304	1.31154	0.900622	1.31266	1.05426	1
HBS1L	9	9	131L	1.44774	1.47788	1.31846	1.13991	1.2239	1.14209	0.826784	1.58066	1.025	1
NHLRC2	1	1	131L	1.4217	1.5974	1.37645	1.27174	1.28172	1.02284	0.882797	1.64511	0.927881	1
PTPRN2	5	2	131L	1.24933	2.71224	0.802747	1.01502	1.07882	0.769463	0.920429	1.09313	1.05162	1
RAB8B	2	1	131L	1.98278	2.39234	1.71386	1.50085	1.37128	1.34521	0.84511	1.60752	1.0316	1
BAD	3	3	131L	1.42946	1.68815	1.2896	1.19675	1.10961	1.19101	0.832468	1.34449	1.09557	1
UBALD2	1	1	131L	1.29249	1.60609	1.44462	1.32934	1.12001	1.32336	0.78944	1.46422	0.975866	1
UBE2L3	46	7	131L	2.05878	2.61344	1.31031	2.33636	1.24182	1.48065	0.719993	1.35967	0.932919	1
ATG101	7	5	131L	1.3275	1.50062	1.41251	1.02753	1.09992	1.24326	0.883839	1.19049	1.11583	1
SCN4B	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB8OS	2	1	131L	1.66607	1.98165	1.58589	1.37141	1.46849	1.47785	0.953667	1.29357	0.979527	1
TCOF1	41	25	131L	1.5861	1.72506	1.41304	1.71305	1.58379	1.40817	1.02268	1.14235	1.17031	1
XRCC4	11	8	131L	1.53349	1.71406	1.38321	1.26724	1.20366	1.38507	0.827094	1.45492	1.04301	1
IKZF1	2	2	131L	1.40497	1.79839	1.16858	1.39498	1.129	1.21598	0.949992	1.49636	1.13168	1
ACTG1	1	1	131L	2.15455	2.08235	1.51665	1.61787	1.23103	1.20445	0.780471	1.21082	0.9707	1
PPID	3	3	131L	0.766313	0.925493	1.01275	0.950691	0.778873	0.769788	0.750938	1.22995	0.894797	1
IDH2	10	8	131L	1.57096	2.12702	1.3083	1.03374	1.86141	1.38561	0.980303	2.19616	1.02713	1
PITPNB	7	5	131L	1.43495	1.38113	1.13913	0.896187	1.11289	1.08863	0.873248	1.14655	1.03897	1
RPS16	8	5	131L	0.506853	0.843029	1.20643	1.44056	0.702913	0.770422	0.935464	1.29216	1.00895	1
PINX1	2	2	131L	1.01035	1.12884	1.27763	1.04	0.971299	1.06311	0.757458	1.17048	1.14019	1
PPP1CA	5	2	131L	1.60376	1.87668	1.39707	1.42536	1.24729	1.28167	0.804783	1.40729	0.956746	1
EPM2AIP1	6	6	131L	1.36819	1.8723	1.23264	1.43086	1.07673	1.19567	0.70729	1.44086	0.964735	1
PA2G4	12	9	131L	0.861777	0.979705	1.17992	1.13223	0.861851	0.901111	0.942829	1.44429	1.10339	1
PJA2	3	2	131L	1.49014	1.77708	1.09206	1.41212	1.20407	1.14494	0.786495	1.18783	1.20544	1
LYRM7	3	2	131L	1.6272	1.44725	1.03692	1.04851	1.28571	1.46176	0.860297	1.20323	1.09356	1
ZNF622	5	4	131L	0.643515	0.763893	1.12625	1.16705	0.769643	0.708537	0.937379	1.3348	1.17626	1
HDAC10	1	1	131L	3.09349	3.11117	2.49632	1.91264	2.07158	2.13361	1.24376	1.75316	1.53139	1
PER3	2	2	131L	1.50419	1.7276	1.33363	1.23205	1.32835	1.54885	0.857445	1.33491	1.15204	1
CARNS1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FN1	1	1	131L	1.88695	1.9579	1.40234	1.16223	1.29072	1.16088	0.768132	1.33758	1.09083	1
ANXA6	3	3	131L	0.957343	1.17112	1.06519	0.947343	0.916239	0.939819	0.795459	1.29873	1.09428	1
ZC3H13	1	1	131L	0.920259	1.15772	0.960518	1.00766	1.00112	0.999231	0.819376	1.13669	1.04161	1
SH3BGRL3	23	7	131L	1.38159	1.68879	1.21798	1.17114	1.10461	1.09377	0.808484	1.17476	1.09197	1
CBLL1	3	3	131L	1.391	1.30053	1.14224	1.03381	1.10636	1.30268	0.883634	1.25719	1.26438	1
WDSUB1	3	3	131L	1.3612	1.42276	1.09057	1.22016	1.15068	1.27451	0.850551	1.15759	0.955355	1
PPIH	5	4	131L	1.62161	1.71457	1.42607	1.28198	1.28879	1.26513	0.908347	2.11469	1.09682	1
TMEM263	3	3	131L	2.17108	2.20428	1.39344	1.3129	1.52693	1.66578	0.912342	1.42831	1.17432	1
CBX5	2	2	131L	1.36617	1.39068	1.13449	1.00049	0.941543	0.942399	0.730987	1.31183	0.927426	1
STOML2	5	4	131L	1.42765	1.60879	1.75939	1.16067	1.15646	1.04604	0.79939	1.19758	0.996535	1
PPP1R14A	3	2	131L	2.08734	1.76573	1.56661	1.19338	1.28053	1.36383	0.852143	1.6496	1.15177	1
CYB5R2	11	8	131L	1.38271	1.68414	1.1366	1.12779	1.17862	1.19601	0.863972	1.22151	1.15059	1
INTS8	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR26	4	3	131L	1.23696	1.28101	0.901384	1.04629	0.936598	0.848351	0.742422	1.18144	0.908981	1
C2orf49	1	1	131L	1.18044	1.09344	0.989588	0.870831	1.12168	1.2027	0.902618	1.1882	1.17045	1
COMMD7	3	3	131L	1.7125	1.70178	1.44524	1.29037	1.32062	1.36185	0.929914	1.54651	1.12148	1
APOB	5	4	131L	0.700925	0.841821	0.660009	0.682668	0.842297	1.12756	0.830416	1.31718	1.17927	1
UGP2	1	1	131L	3.27239	1.50848	2.64556	6.44149	1.59348	3.64747	0.698179	3.38093	0.759376	1
ATP5C1	7	3	131L	1.38082	1.6349	1.34676	1.23272	0.976322	1.01233	0.685994	1.32625	0.941065	1
NAA15	56	28	131L	1.44278	1.38466	0.974676	1.04211	1.02022	0.892653	0.881417	1.05966	1.01055	1
GTF3A	1	1	131L	1.59917	1.80207	1.29209	1.30853	1.12039	1.11979	0.728674	1.57308	0.977863	1
MRPS31	1	1	131L	1.70954	1.77241	1.20137	1.1209	1.24648	1.45387	0.813843	1.3069	1.08078	1
RBFOX2|RBFOX1	1	1	131L	1.07593	1.11115	1.11414	1.03205	1.12239	1.15845	0.789183	0.971411	0.960652	1
SUCLG1	8	6	131L	1.67428	1.80577	1.49962	1.21531	1.263	1.19318	0.826098	2.48774	1.05245	1
UBE3A	18	13	131L	1.2881	1.44504	1.09167	1.1628	1.02537	0.814224	0.840532	1.03055	1.00842	1
NDUFS5	1	1	131L	1.21721	1.31459	1.35619	1.09861	0.991441	1.03176	0.768842	1.24382	0.844831	1
PSMB7	28	9	131L	1.14784	1.2996	1.21617	1.30168	1.00457	1.1785	0.805188	1.23952	1.05343	1
CNN2	6	5	131L	1.7914	1.76786	1.43724	1.30712	1.31909	1.36428	0.884374	1.56316	1.0947	1
SDSL	13	9	131L	1.65789	1.71385	1.35192	1.25716	1.2456	1.50559	0.879496	1.33621	1.10437	1
SLC9A3R2	5	4	131L	1.29853	1.19995	0.932684	0.944433	1.07837	1.23745	0.763249	1.11905	1.02872	1
TUBB3	4	3	131L	1.54601	1.72148	1.50664	1.16542	1.26296	1.16006	0.840041	1.43543	1.0944	1
SQSTM1	2	2	131L	0.942755	1.27813	0.841695	0.970825	0.951524	1.11089	0.714718	1.18346	1.08498	1
MED21	1	1	131L	1.3475	1.29548	0.984787	1.07535	1.02671	1.08608	0.810018	1.2215	1.05694	1
PRRC2A	22	17	131L	1.01022	1.15819	1.17893	1.43326	1.08433	1.04994	0.858527	0.988461	1.0515	1
GSS	72	22	131L	1.66141	1.79647	1.32062	1.33783	1.26999	1.50084	0.840088	1.4837	1.09927	1
EZR	29	11	131L	1.42821	1.35331	1.21845	1.10699	1.0418	0.99995	0.748533	1.55095	0.995022	1
CNOT3	4	3	131L	1.39198	1.40929	1.08122	1.08336	1.03682	1.0751	0.818863	1.18545	1.01651	1
CDK11B	3	2	131L	1.38367	1.46803	1.19357	1.26678	1.14401	1.21092	0.826933	1.38069	1.07669	1
SHC1	12	7	131L	1.50264	1.48137	1.25689	1.15931	1.19487	1.30265	0.842238	1.27161	1.13382	1
RBM4|RBM4B	3	2	131L	1.45664	1.55692	1.31862	1.09008	1.25898	1.27988	0.865281	1.47373	1.05285	1
SSNA1	3	3	131L	1.42089	1.62846	1.06971	1.02487	1.32338	1.21681	0.664081	1.23071	1.02236	1
NDUFS1	8	8	131L	1.7104	1.99599	1.44699	1.32065	1.93189	1.33733	1.00125	2.27045	1.09314	1
TRMT6	17	14	131L	1.5876	1.74024	1.54343	1.40021	1.26063	1.28076	0.856076	1.36375	1.07246	1
SMUG1	1	1	131L	1.57283	1.30435	1.05269	1.05933	1.21249	1.00637	0.794764	1.11443	1.06271	1
MLF2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS6	9	5	131L	0.550788	0.524982	0.986186	1.43931	0.410133	0.607115	0.890163	1.49061	1.16226	1
RPL23A	10	5	131L	0.677767	0.724106	1.05973	1.06643	0.688433	0.803213	0.997829	1.19623	1.17403	1
KEAP1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEPT6	8	5	131L	1.59734	1.71983	1.38514	1.33582	1.24167	1.52108	0.90841	1.42634	1.07189	1
ATP6V1E1	21	7	131L	1.64713	1.879	1.56322	1.40223	1.30101	1.34491	0.851131	1.4173	1.04549	1
CDC27	6	6	131L	1.10165	1.2018	1.00559	1.06809	0.872083	0.800761	0.785741	1.11468	1.00351	1
NASP	2	1	131L	1.28277	1.45099	1.10593	1.2265	0.957093	1.16127	0.706418	1.44985	0.872919	1
MPI	6	4	131L	1.5164	1.67107	1.48229	1.17904	1.23667	1.27035	0.882427	1.45882	1.10827	1
GPI	123	25	131L	1.60821	1.73935	1.36683	1.45014	1.2088	1.38302	0.78963	1.46021	1.00998	1
NPM1	43	12	131L	1.07281	1.21219	1.12001	1.19122	0.910264	0.944577	0.854979	1.17428	1.11003	1
ZMIZ2	2	1	131L	1.09171	1.23506	1.06591	0.967916	1.07429	1.08803	0.794664	1.07745	0.941888	1
UBL7	1	1	131L	1.45203	1.62445	1.204	1.13809	1.13338	1.05331	0.82401	1.39511	1.11242	1
VCL	276	73	131L	1.93988	2.11727	1.43747	1.62155	1.41443	1.30584	0.921509	1.29524	1.16985	1
RBM33	6	6	131L	1.31959	1.4133	1.10393	1.18372	1.28421	1.28764	0.885494	1.27936	1.10852	1
DHFR	2	2	131L	1.48571	1.51737	1.30632	1.11589	1.16241	1.16136	0.978533	1.50503	1.05457	1
CCDC91	3	3	131L	1.28767	1.27505	1.08674	0.999541	1.05895	1.14933	0.707858	1.4295	1.00866	1
UBA5	14	8	131L	1.37557	1.50867	1.10007	1.09416	1.0793	1.24459	0.805541	1.26072	1.0091	1
NAA50	20	11	131L	1.4039	1.43376	1.18871	1.08667	1.17048	1.31165	0.879511	1.18736	1.00799	1
ATP6V1A	53	26	131L	1.58523	1.64389	1.35396	1.31376	1.20027	1.34964	0.828192	1.31705	1.06685	1
PQBP1	1	1	131L	1.20522	1.29586	1.01791	1.07081	1.03808	1.12542	0.7447	1.42026	1.14341	1
GPN3	5	5	131L	1.55633	1.47414	1.26296	1.40067	1.18832	1.471	0.863628	1.22037	1.10388	1
PRDX1	69	12	131L	1.47582	1.54576	1.21933	1.27738	1.20411	1.36085	0.845592	1.26836	1.05476	1
ALDOC	41	19	131L	1.652	1.69656	1.3266	1.32121	1.20344	1.40768	0.796968	1.26363	1.00244	1
MYH14	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SERPINB1	16	8	131L	1.37693	1.46421	1.2609	1.05183	1.1496	1.28574	0.776198	1.19485	0.940182	1
KPNA2	1	1	131L	0.981284	1.19112	1.10818	1.02266	1.02788	0.990906	0.91027	1.59978	1.0984	1
BLOC1S3	7	4	131L	1.67232	1.66182	1.40089	1.22486	1.3101	1.39527	0.888705	1.44251	1.07407	1
NCBP2	5	3	131L	1.44927	1.80779	1.32163	1.19271	1.16173	1.11659	0.81759	1.5276	1.05797	1
MAN2C1	14	12	131L	1.36124	1.60691	1.13923	1.35763	1.12581	1.05993	0.748548	1.06726	1.06126	1
SMC4	1	1	131L	0.553114	0.675063	0.977533	0.942625	0.631386	0.762654	0.725147	1.27107	1.00287	1
NAPA	8	6	131L	1.55573	1.61397	1.55358	1.29738	1.20693	1.25622	0.931455	1.42636	1.08584	1
ADPRH	2	2	131L	1.74796	1.74812	1.20188	1.0846	1.35813	1.42944	0.960843	1.36691	1.08281	1
NR2F6	1	1	131L	0.884868	1.86122	1.25383	0.891851	1.05223	1.00742	0.762448	1.18902	1.31522	1
PCNP	20	9	131L	1.78637	1.81983	1.37433	1.32361	1.2965	1.39477	0.867761	1.48249	1.12994	1
ECI1	35	7	131L	1.48	1.55901	1.18965	1.08747	1.18486	1.34011	0.865903	1.30602	1.10042	1
MEF2A	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC38	9	6	131L	3.39469	3.50898	2.6478	2.39313	2.05014	1.52931	0.852903	1.30995	1.0189	1
HYOU1	13	11	131L	1.40253	1.51402	1.32169	1.58885	0.993489	0.956267	0.752217	1.15361	1.09411	1
DGCR14	7	6	131L	1.65332	1.68066	1.429	1.09681	1.34195	1.27596	0.832699	1.44937	1.04046	1
HARS	23	13	131L	1.46252	1.6007	1.17187	1.17554	1.09965	1.25242	0.815226	1.36886	1.0228	1
NUMB	3	3	131L	1.16958	1.23965	1.12264	1.12976	1.05183	1.15652	0.748311	1.21031	0.908191	1
RAB14	20	12	131L	1.38386	1.54534	1.1198	1.12065	1.12413	1.28515	0.808596	1.24929	0.984479	1
FGGY	3	3	131L	1.40145	1.41281	1.24535	1.20649	1.24485	1.25788	0.874044	1.34597	1.04515	1
NAP1L5	1	1	131L	1.25998	0.962012	0.898797	0.869355	1.04674	1.24785	0.817408	1.0547	1.17012	1
NBPF9|NBPF16|NBPF15|NBPF1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDLIM7	1	1	131L	1.30106	1.1941	1.10062	1.04779	1.07168	1.17793	0.79784	1.33295	0.954158	1
ACSS2	4	4	131L	1.6592	1.70945	1.4788	1.26421	1.29261	1.26223	0.845684	1.64056	0.997176	1
SNX16	1	1	131L	1.04833	1.05562	0.847866	0.973652	1.13027	1.25621	0.765872	1.17241	1.09602	1
ATP6V0D1	1	1	131L	1.0936	1.38698	1.6566	1.38762	0.701579	0.890382	0.743803	1.20071	0.821201	1
IDUA	2	2	131L	1.44285	1.42587	1.13565	1.06677	1.14435	1.23269	0.788576	1.19377	1.10819	1
ATP2B1	1	1	131L	0.635961	1.1288	1.33584	2.45901	0.722819	0.816385	0.791039	1.37493	1.17531	1
YDJC	3	3	131L	1.49338	1.73322	1.32232	1.25235	1.33101	1.34895	0.947869	1.35452	1.17751	1
DCD	4	3	131L	2.59591	1.82843	1.48492	1.91183	1.38366	4.19716	1.31145	2.11473	1.18168	1
RNPEP	2	2	131L	0.932562	0.804891	0.942929	0.828557	0.742267	0.862529	0.727692	1.24169	0.969214	1
WNK1	7	6	131L	1.30412	1.2782	1.02622	1.13476	1.09067	1.09886	0.780773	1.09124	0.944403	1
ACAT2	35	13	131L	1.5315	1.49231	1.29622	1.23206	1.19905	1.4679	0.79542	1.39718	1.02479	1
PDE4DIP	3	3	131L	1.48334	1.68418	1.27876	0.97995	1.33422	1.37483	0.87716	1.34982	1.15256	1
FHL1	1	1	131L	1.55342	1.54636	1.18089	1.2938	1.145	1.54621	0.706695	1.1167	1.04169	1
EXOSC3	1	1	131L	1.49568	1.70679	1.43387	1.21467	1.35945	1.44109	0.958599	1.72495	1.11893	1
EXOSC5	11	4	131L	1.59973	1.51546	1.33277	1.21665	1.28116	1.54015	0.898492	1.44274	1.07137	1
EDEM3	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MZT1	1	1	131L	1.13543	1.00689	1.02801	1.01235	1.09391	1.10254	0.862225	0.913607	0.970626	1
CRTC2	2	2	131L	1.37114	1.34025	1.14659	1.1449	1.14122	1.04346	0.806388	1.28626	1.00191	1
RSL1D1	3	3	131L	0.528476	0.611441	1.5177	1.51165	0.58488	0.755107	1.02289	1.65377	1.01184	1
PMF1	1	1	131L	1.04267	1.08593	1.1035	1.00012	0.991347	1.08541	0.863158	1.16959	1.20405	1
SNRNP70	2	2	131L	1.43135	1.01381	1.08375	1.33447	0.914787	1.00796	0.877251	1.37846	1.13364	1
PGP	17	9	131L	1.67619	1.85943	1.26309	1.23043	1.27074	1.42251	0.872826	1.3557	1.09917	1
CST3	1	1	131L	0.849143	0.908282	0.893515	0.912868	0.761089	0.783056	0.635146	0.94516	1.14914	1
GLA	11	7	131L	1.55863	1.7065	1.3226	1.26785	1.19838	1.31463	0.81873	1.36116	1.08639	1
NT5C	23	8	131L	1.41833	1.51552	1.17726	1.09986	1.20713	1.3889	0.900176	1.2572	1.14411	1
RPL35A	6	4	131L	0.0921061	0.246475	0.765785	0.909536	0.309342	0.30405	1.18958	1.09078	1.42808	1
ERCC2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIMD1	5	5	131L	1.47068	1.39346	1.10411	1.12996	1.19811	1.22777	0.855562	1.25997	1.07155	1
KIF3C	3	1	131L	1.54491	1.64889	1.12557	1.18194	1.2272	1.50812	0.865931	1.28967	1.0963	1
TNPO2	1	1	131L	1.3404	1.24121	1.01965	1.10771	1.15984	1.22725	1.02954	1.31063	1.36257	1
EIF2A	6	5	131L	1.09502	1.31671	1.11942	1.14035	0.981084	1.02487	0.75319	1.34993	0.96246	1
SAT2	1	1	131L	1.03498	0.645369	0.904482	0.780091	0.933396	1.05418	0.77832	0.924433	1.19859	1
TANGO2	6	5	131L	1.40502	1.50131	1.13541	1.25738	1.22678	1.392	0.81449	1.31304	1.03561	1
POU5F2	1	1	131L	1.18617	1.56604	1.26698	1.04106	1.10711	1.21909	0.92171	1.2766	1.08139	1
ZBTB21	1	1	131L	1.0684	1.39682	1.137	1.21212	1.13506	1.1538	0.816624	1.47013	1.24564	1
ZMIZ1	8	5	131L	1.83902	2.10435	1.36996	1.33895	1.40116	1.35105	0.879614	1.34187	1.14546	1
GOSR1	2	2	131L	1.44338	1.47766	1.18104	1.2473	1.17081	1.45276	0.805089	1.39662	1.034	1
POLR2I	4	3	131L	0.989421	0.871894	0.91485	0.815294	1.02944	1.23503	0.761596	0.982863	1.02445	1
ALG13	2	2	131L	1.54037	1.49664	1.29032	1.20344	1.19998	1.20107	0.814832	1.3778	1.10759	1
USP7	1	1	131L	1.1872	1.28353	1.06914	1.1221	0.925871	1.01104	1.00435	1.13079	0.919942	1
XPO4	10	9	131L	1.5295	1.74674	1.23635	1.33918	1.35439	1.08835	0.968238	1.17311	1.18657	1
GID4	4	3	131L	1.56493	1.72381	1.28278	1.27836	1.32645	1.44626	0.831563	1.38342	1.07759	1
LNP	1	1	131L	1.46203	1.5919	1.46397	1.35806	1.08371	1.2712	0.785749	1.37058	1.01892	1
ESYT1	1	1	131L	0.944081	1.45023	0.917181	0.780852	0.676997	0.866068	0.680574	1.13116	0.809759	1
PFKL	46	20	131L	1.37005	1.41169	1.24009	1.47989	1.07518	1.28043	0.767147	1.30023	1.01481	1
PRTFDC1	3	2	131L	1.54367	1.53407	1.14552	1.21836	1.25275	1.48857	0.873093	1.39794	1.13818	1
CHRAC1	1	1	131L	1.7906	1.8318	1.36045	1.28627	1.22439	1.39976	0.670719	1.63324	0.915548	1
ALDH18A1	20	12	131L	1.43437	1.54079	1.21537	1.16883	1.02866	1.04012	0.755902	1.17818	1.48216	1
PRKAA1	8	6	131L	1.20499	1.38861	1.21085	1.08139	1.07434	1.13024	0.79578	1.28643	1.00621	1
GFPT2	1	1	131L	1.65377	1.96446	1.54264	1.26945	1.47958	1.52369	1.05139	1.76421	1.19126	1
ATG2A	4	4	131L	1.42466	1.64611	1.20215	1.18369	1.31531	1.15507	0.850716	1.28514	1.19335	1
NCALD	1	1	131L	1.34279	1.58733	1.29157	1.11084	1.17133	1.18929	0.74311	1.33838	0.986433	1
HSPE1	38	6	131L	1.60079	1.80598	1.21889	1.29507	1.21871	1.41114	0.786353	1.34736	0.998215	1
TFE3	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FOXO6|FOXO3|FOXO4|FOXO1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAPKAPK3	1	1	131L	1.15897	1.32745	1.20053	1.11353	1.20097	1.30607	0.849497	1.69322	1.07267	1
DBN1	9	6	131L	1.29853	1.65996	1.34342	1.54235	1.1737	1.06312	0.926658	1.27525	1.10622	1
RAD18	1	1	131L	1.17253	1.10161	0.947585	0.914499	1.11111	1.13689	0.783113	1.20115	1.10133	1
ISPD	16	10	131L	1.65831	1.69475	1.22153	1.30658	1.23569	1.44527	0.852871	1.36569	1.09442	1
RSRC1	5	4	131L	0.915927	1.20263	1.19268	1.16475	0.928414	1.09719	0.824896	1.24494	1.0244	1
ATXN2	5	5	131L	1.64138	1.94215	1.29951	1.45891	1.40114	1.20189	0.970599	1.46202	1.1187	1
PTPN11	3	3	131L	1.53154	1.39239	1.0872	1.12277	1.13049	1.23482	0.823859	1.38378	1.03367	1
NSRP1	3	3	131L	1.2247	1.40861	1.1904	1.10399	1.03763	1.17873	0.804128	1.26771	1.03718	1
RBM38	3	3	131L	1.93248	1.62201	1.56306	1.41769	1.50665	1.56502	0.980926	1.56733	1.17191	1
FIZ1	1	1	131L	1.14326	1.20033	0.995262	0.806855	1.03718	1.23435	0.775283	0.965913	0.931081	1
GPATCH8	4	3	131L	1.54988	1.72968	1.33266	1.46696	1.33468	1.1948	0.890488	1.27848	1.07637	1
EIF1AD	10	4	131L	1.80692	1.74912	1.32713	1.39523	1.26845	1.50012	0.852676	1.42483	1.08646	1
IPO9	22	13	131L	1.55574	1.78751	1.27422	1.31484	1.21252	1.12877	0.764304	1.15864	1.02178	1
WDR53	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TPT1	25	6	131L	1.66314	1.81579	1.1984	1.40664	1.28375	1.36581	0.798368	1.2305	0.979241	1
TPM4	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDCD6	4	3	131L	1.46358	1.87147	1.22548	0.839073	1.23837	0.887031	0.830638	1.03493	1.09421	1
TBCA	43	11	131L	1.74092	1.89694	1.34856	1.36183	1.2936	1.41221	0.828377	1.51847	1.03918	1
ATP6V1G1	6	4	131L	1.3893	1.48398	1.24022	1.20664	1.211	1.3154	0.859969	1.29765	1.12575	1
MSTO1	2	2	131L	1.44573	1.6227	1.40976	1.21801	1.19605	0.935679	0.756447	1.53921	0.896933	1
RPL36A	7	4	131L	0.78679	0.918976	1.11387	1.24544	0.689607	0.722009	0.949862	1.39574	1.22845	1
TMED9	1	1	131L	0.319254	0.404532	1.09423	1.54635	0.378059	0.554781	0.802636	1.28539	0.990195	1
SEPT11	15	7	131L	1.72886	1.6977	1.44658	1.29387	1.30638	1.51698	0.909866	1.42257	1.15252	1
UQCC1	4	4	131L	1.70071	1.51675	1.30879	1.28503	1.29675	1.25838	0.837952	1.42595	1.1107	1
QTRT1	15	6	131L	1.71986	1.70301	1.26942	1.17373	1.39517	1.49134	0.839139	1.46107	1.01938	1
CHCHD2P9|CHCHD2	4	3	131L	1.70103	1.77654	1.35279	1.23886	1.25118	1.27606	0.787269	1.49382	1.1092	1
XRCC6BP1	1	1	131L	1.48419	1.48258	1.72542	1.42471	1.3067	1.63957	0.961584	1.28167	0.945276	1
HRAS	1	1	131L	1.09523	1.14209	1.16644	1.05991	1.23905	1.31817	0.970799	1.21295	1.20393	1
NRAS	4	3	131L	1.87782	1.88579	1.45117	1.35788	1.48233	1.63186	1.04466	1.57137	1.23548	1
KRAS	1	1	131L	1.41292	1.311	1.08591	1.09946	1.10832	1.1985	0.945728	1.16616	1.07994	1
YARS	13	12	131L	1.47748	1.28874	1.28881	1.15057	1.00956	1.10369	0.863338	1.45597	1.08377	1
USP14	8	7	131L	1.03664	1.15487	1.14285	1.16937	0.838233	0.930246	0.790664	1.57702	1.00446	1
UBXN10	1	1	131L	1.21636	1.22194	1.0685	0.951572	1.16583	1.09372	0.670242	1.14054	0.936545	1
SGTA	5	4	131L	1.1717	1.10914	1.09889	1.07749	1.01783	1.0612	0.78372	1.39998	1.08437	1
SYNGR2	1	1	131L	0.803528	1.17355	1.45779	1.46479	0.89547	1.05923	0.983037	1.23216	1.06514	1
SATB2	1	1	131L	1.14649	1.37643	1.06289	1.10437	1.0591	1.08356	0.695995	1.22813	1.05945	1
RPP25L	2	2	131L	1.42693	1.79514	1.23006	1.24213	1.2679	1.29367	0.782878	1.43844	1.1416	1
SMAP	15	6	131L	1.85432	1.42486	1.11025	1.17274	1.08074	1.34584	0.822951	1.1268	1.29502	1
IKBKAP	35	25	131L	1.56488	2.02367	1.38408	1.78931	1.41158	1.30344	0.922879	1.33646	1.25564	1
ACYP2	2	2	131L	1.6875	1.72759	1.3058	1.20961	1.34592	1.40351	0.821875	1.2752	0.98988	1
CPNE1	4	4	131L	1.63801	2.07938	1.59908	1.24657	1.24758	1.09393	0.777868	1.64685	0.975269	1
ITSN1	1	1	131L	0.729358	0.687727	1.35781	1.27384	0.66198	0.794458	0.818933	2.00615	0.849259	1
TBCE	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBCC	8	5	131L	1.7511	1.92779	1.52152	1.23468	1.32066	1.21761	0.878838	1.65912	1.03533	1
RYBP	3	3	131L	1.85355	2.14826	1.43095	1.51847	1.29611	1.29103	0.843951	1.55739	1.0504	1
UBE2V2	6	3	131L	1.56985	1.69946	1.40247	1.12439	1.13503	1.17633	0.896749	1.25129	0.978532	1
SMCR8	2	2	131L	1.5561	1.59531	1.16721	1.34944	1.30464	1.27166	0.910935	1.20954	1.21569	1
NOTCH1	2	2	131L	1.21318	1.17796	0.900463	1.0629	0.887209	1.08921	0.643516	0.715513	0.821985	1
COLCA1	1	1	131L	1.22359	1.38533	1.16186	1.29496	1.02052	1.17303	1.01798	1.12795	1.22272	1
YWHAZ	67	8	131L	1.69594	1.82685	1.36239	1.35429	1.29896	1.46873	0.83661	1.46373	1.03041	1
PTK7	5	4	131L	1.23329	1.45318	1.07196	1.12548	1.0738	1.19937	0.739067	1.23864	1.07543	1
NUDT15	4	3	131L	1.40494	1.4375	1.16687	1.03869	1.15105	1.16781	0.801969	1.38513	1.07383	1
DRG2	6	6	131L	1.6096	1.66843	1.31026	1.21782	1.22011	1.28883	0.832969	1.62202	1.01742	1
RPS13	9	5	131L	0.484585	0.761194	1.15102	1.24288	0.641131	0.717814	0.90235	1.21132	1.05146	1
RPS29	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZEB1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENO2	21	10	131L	1.65807	1.64539	1.22133	1.40712	1.2541	1.63428	0.794116	1.32977	0.971068	1
HBQ1	5	3	131L	1.40009	1.50525	1.17482	1.11275	1.21946	1.25778	0.874485	1.31211	1.23231	1
GSK3B	2	2	131L	1.38147	1.60471	1.42799	0.968948	1.32839	1.21565	0.900034	1.47822	1.11257	1
GSK3A	3	3	131L	1.64399	1.72012	1.36806	1.30363	1.33488	1.38245	0.914227	1.38684	1.08642	1
